Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,GA,G_PK,GA_PK,year
Yahya Kabi,sa KSA,DF,Al-Shoulla,27,1987,13,13,"1,128",0,0,0,0,3,0,0,0,0,0,0,2014
Moestafa El Kabir,ma MAR,"FW,MF",Al-Ahli,25,1988,11,10,858,3,0,0,0,3,0,0.31,0,0.31,0.31,0.31,2014
Macoumba Kandji,gm GAM,"FW,MF",Al-Faisaly,28,1985,11,8,716,2,1,1,1,0,0,0.25,0.13,0.38,0.13,0.25,2014
Ahmed Karanshi,sa KSA,MF,Al-Taawoun,,,9,9,698,0,0,0,0,2,0,0,0,0,0,0,2014
Saud Kariri,sa KSA,MF,Al-Hilal,34,1980,20,18,"1,608",1,0,0,0,4,1,0.06,0,0.06,0.06,0.06,2014
Ahmed Al-Kassar,sa KSA,GK,Al-Raed,23,1991,26,26,"2,340",0,0,0,0,1,0,0,0,0,0,0,2014
Abdullah Al Katheri,sa KSA,FW,Al-Shoulla,29,1984,2,1,101,0,0,0,0,0,0,0,0,0,0,0,2014
Abdurahman Al-Khaibari,sa KSA,MF,Al-Shabab,26,1988,11,11,945,0,0,0,0,3,0,0,0,0,0,0,2014
Abdurahman Al-Khaibari,sa KSA,MF,Al-Shoulla,26,1988,12,9,859,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1,2014
Majed Al-Khaibari,sa KSA,DF,Najran,22,1991,22,22,"1,980",2,1,0,0,3,0,0.09,0.05,0.14,0.09,0.14,2014
Qusai Al Khaibary,sa KSA,MF,Al-Ittihad,22,1992,5,1,110,0,0,0,0,0,0,0,0,0,0,0,2014
Abdulmalek Al-Khaibri,sa KSA,MF,Al-Shabab,28,1986,18,16,"1,376",0,0,0,0,5,2,0,0,0,0,0,2014
Abdurahman Khairallah,sa KSA,FW,Al-Shabab,18,1996,3,0,71,0,0,0,0,0,0,0,0,0,0,0,2014
Bader Al Khamees,sa KSA,FW,Al-Taawoun,29,1984,11,10,695,2,1,0,0,0,0,0.26,0.13,0.39,0.26,0.39,2014
Yousef Khamees,sa KSA,DF,Al-Khaleej,24,1990,23,23,"2,064",0,1,0,0,7,1,0,0.04,0.04,0,0.04,2014
Awadh Khames,sa KSA,"DF,MF",Al-Nassr,26,1988,19,15,"1,346",0,0,0,0,1,0,0,0,0,0,0,2014
Mohammed Al-Khamis,sa KSA,MF,Hajer,24,1989,10,4,363,1,0,0,0,1,0,0.25,0,0.25,0.25,0.25,2014
Faisal Al Kharraa,sa KSA,DF,Hajer,20,1993,24,24,"2,110",0,0,0,0,6,0,0,0,0,0,0,2014
Tareq Khattab,jo JOR,"DF,FW",Al-Shabab,22,1992,11,8,765,0,0,0,0,2,0,0,0,0,0,0,2014
Salim Al Khebari,sa KSA,FW,Al-Faisaly,24,1990,10,2,331,1,2,0,0,0,0,0.27,0.54,0.82,0.27,0.82,2014
Turki Al-Khodair,sa KSA,MF,Al-Khaleej,26,1987,1,1,72,0,0,0,0,1,0,0,0,0,0,0,2014
Turki Al-Khodair,sa KSA,MF,Al-Ittihad,26,1987,2,2,110,0,0,0,0,0,0,0,0,0,0,0,2014
Maan Khodari,sa KSA,MF,Al-Raed,22,1991,2,1,59,0,0,0,0,1,0,0,0,0,0,0,2014
Maan Khodari,sa KSA,MF,Al-Ittihad,22,1991,1,1,79,0,0,0,0,0,0,0,0,0,0,0,2014
Awadh Khrees,sa KSA,MF,Najran,23,1991,26,25,"2,238",0,0,0,0,2,0,0,0,0,0,0,2014
Fawaz Khureis,sa KSA,MF,Najran,,,1,1,52,0,0,0,0,0,0,0,0,0,0,0,2014
Abraham Kumedor,gh GHA,MF,Al-Fateh,29,1985,5,5,398,0,0,0,0,2,0,0,0,0,0,0,2014
Amiri Kurdi,sa KSA,"DF,MF",Al-Ahli,22,1991,3,3,238,0,0,0,0,2,1,0,0,0,0,0,2014
Mohammed Al-Kwikbi,sa KSA,MF,Al-Orobah,19,1994,15,9,923,0,0,0,0,0,0,0,0,0,0,0,2014
Mussab Al-Laham,jo JOR,FW,Najran,23,1991,8,4,409,1,2,1,1,2,0,0.22,0.44,0.66,0,0.44,2014
Ali Lajami,sa KSA,DF,Al-Khaleej,18,1996,1,0,6,0,0,0,0,1,0,0,0,0,0,0,2014
Sultan Madash,sa KSA,MF,Al-Ittihad,,,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2014
Ibrahim Madkhali,sa KSA,DF,Al-Raed,29,1984,13,11,901,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1,2014
Abdullah Madu,sa KSA,DF,Al-Nassr,21,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0,2014
Ismael Al-Maghrebi,sa KSA,FW,Al-Taawoun,23,1991,18,5,758,8,0,0,0,4,1,0.95,0,0.95,0.95,0.95,2014
Mohammed Majrashi,sa KSA,FW,Najran,23,1991,16,11,915,1,0,0,0,5,0,0.1,0,0.1,0.1,0.1,2014
Talal Majrashi,sa KSA,MF,Al-Khaleej,23,1990,16,10,860,1,3,0,0,2,0,0.1,0.31,0.42,0.1,0.42,2014
Mustafa Malayekah,sa KSA,GK,Hajer,28,1986,24,24,"2,134",0,0,0,0,4,1,0,0,0,0,0,2014
Faisel Maoudhah,sa KSA,DF,Najran,23,1990,11,5,388,0,0,0,0,2,0,0,0,0,0,0,2014
Azzan Maqbol,sa KSA,MF,Najran,30,1984,7,4,392,0,0,0,0,0,0,0,0,0,0,0,2014
Faisal Al Margab,sa KSA,GK,Al-Taawoun,33,1981,3,3,270,0,0,0,0,1,0,0,0,0,0,0,2014
Majed Al-Marhoum,sa KSA,MF,Al-Shoulla,32,1982,2,1,101,0,0,0,0,0,0,0,0,0,0,0,2014
Marquinho,br BRA,"DF,MF",Al-Ittihad,28,1986,24,24,"1,913",8,4,2,4,2,0,0.38,0.19,0.56,0.28,0.47,2014
Majed Al Marshadi,sa KSA,DF,Al-Shabab,30,1984,15,14,"1,260",0,0,0,0,6,1,0,0,0,0,0,2014
Mohamed Marzouq,sa KSA,FW,Al-Orobah,,,7,3,334,0,0,0,0,1,0,0,0,0,0,0,2014
Ahmed Mashqi,sa KSA,DF,Al-Orobah,21,1993,18,17,"1,440",0,0,0,0,3,0,0,0,0,0,0,2014
Abdullah Al-Mayouf,sa KSA,GK,Al-Ahli,27,1987,24,24,"2,160",0,0,0,0,0,0,0,0,0,0,0,2014
Ali Al-Mazidi,sa KSA,GK,Al-Fateh,28,1985,11,11,990,0,0,0,0,1,0,0,0,0,0,0,2014
Essa Al-Mehyani,sa KSA,FW,Al-Ittihad,31,1983,2,0,15,0,0,0,0,0,0,0,0,0,0,0,2014
Essa Al-Mehyani,sa KSA,FW,Al-Shabab,31,1983,5,0,68,0,0,0,0,0,0,0,0,0,0,0,2014
Habib Meïté,ci CIV,MF,Al-Khaleej,23,1991,23,23,"2,034",2,1,0,0,9,0,0.09,0.04,0.13,0.09,0.13,2014
Thamer Al Meshauqeh,sa KSA,FW,Al-Taawoun,23,1991,3,0,41,0,0,0,0,1,0,0,0,0,0,0,2014
Adrian Mierzejewski,pl POL,MF,Al-Nassr,27,1986,24,23,"1,966",8,6,1,1,5,0,0.37,0.27,0.64,0.32,0.6,2014
Mahmoud Moad,sa KSA,DF,Al-Taawoun,29,1984,19,14,"1,210",0,0,0,0,5,0,0,0,0,0,0,2014
Salman Al-Moasher,sa KSA,MF,Al-Ahli,25,1988,18,12,"1,072",5,2,0,0,1,0,0.42,0.17,0.59,0.42,0.59,2014
Fahed Al-Mobarak,sa KSA,MF,Al-Shoulla,30,1984,5,4,322,1,0,0,0,1,0,0.28,0,0.28,0.28,0.28,2014
Majed Al-Mohammed,sa KSA,DF,Al-Shoulla,28,1986,13,11,984,0,0,0,0,1,0,0,0,0,0,0,2014
Saleh Al Mohemed,sa KSA,MF,Al-Taawoun,,,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2014
Basem Al-Montashari,sa KSA,DF,Al-Ittihad,23,1990,7,6,382,0,0,0,0,1,0,0,0,0,0,0,2014
Hamad Al-Montashari,sa KSA,DF,Al-Ittihad,32,1982,3,3,270,0,0,0,0,2,0,0,0,0,0,0,2014
Hussain Al Moqahwi,sa KSA,MF,Al-Ahli,26,1988,24,18,"1,583",2,1,0,0,2,0,0.11,0.06,0.17,0.11,0.17,2014
Kamel Al-Mor,sa KSA,DF,Al-Nassr,28,1986,5,4,360,0,0,0,0,0,0,0,0,0,0,0,2014
Yasser Al Mosailem,sa KSA,GK,Al-Ahli,30,1984,1,1,90,0,0,0,0,0,0,0,0,0,0,0,2014
Kamil Al Mousa,sa KSA,DF,Al-Ahli,31,1982,8,3,385,1,0,0,0,0,0,0.23,0,0.23,0.23,0.23,2014
Motaz Al Mousa,sa KSA,MF,Al-Ahli,26,1987,4,4,360,0,0,0,0,0,0,0,0,0,0,0,2014
Naif Al-Mousa,sa KSA,DF,Al-Taawoun,27,1986,24,21,"1,752",2,2,0,0,3,0,0.1,0.1,0.21,0.1,0.21,2014
Nooh Al-Mousa,sa KSA,MF,Al-Fateh,23,1991,7,4,349,0,0,0,0,2,0,0,0,0,0,0,2014
Saeed Al Mowalad,sa KSA,DF,Al-Ahli,23,1991,12,12,"1,042",0,1,0,0,2,0,0,0.09,0.09,0,0.09,2014
Luai Al Msjen,sa KSA,MF,Al-Khaleej,27,1987,1,1,61,0,0,0,0,0,0,0,0,0,0,0,2014
Hassan Muath Fallatah,sa KSA,DF,Al-Shabab,28,1986,16,15,"1,302",2,2,0,0,3,0,0.14,0.14,0.28,0.14,0.28,2014
Ahmed Al-Mubarak,sa KSA,MF,Al-Khaleej,29,1985,18,13,"1,173",4,2,2,2,3,0,0.31,0.15,0.46,0.15,0.31,2014
Fahad Al-Munaif,sa KSA,FW,Al-Shoulla,24,1989,12,7,697,1,1,0,1,1,0,0.13,0.13,0.26,0.13,0.26,2014
Abdullah Al-Mutairi,sa KSA,MF,Al-Ahli,28,1986,13,1,271,0,0,0,0,0,0,0,0,0,0,0,2014
Fuaad Al-Mutairi,sa KSA,MF,Al-Raed,27,1986,5,2,213,0,0,0,0,1,0,0,0,0,0,0,2014
Ziyad Al-Mutairi,sa KSA,"GK,MF",Al-Faisaly,22,1992,2,0,32,0,0,0,0,0,0,0,0,0,0,0,2014
Mohammed Al Mutawa,sa KSA,MF,Al-Khaleej,22,1992,1,0,21,0,0,0,0,0,0,0,0,0,0,0,2014
Fahad Al Muwallad,sa KSA,"FW,MF",Al-Ittihad,19,1994,21,18,"1,613",7,1,2,2,6,0,0.39,0.06,0.45,0.28,0.33,2014
Nader Al-Muwallad,sa KSA,MF,Al-Shabab,22,1992,5,2,201,0,0,0,0,0,0,0,0,0,0,0,2014
Osama Al-Muwallad,sa KSA,DF,Al-Ittihad,30,1984,2,2,180,0,0,0,0,0,0,0,0,0,0,0,2014
Omar Al-Muziel,sa KSA,DF,Al-Orobah,22,1992,1,1,81,0,0,0,0,0,0,0,0,0,0,0,2014
Hani Al-Nahedh,sa KSA,GK,Al-Ittihad,26,1987,14,14,"1,260",0,0,0,0,0,0,0,0,0,0,0,2014
Mansour Al-Naje,sa KSA,GK,Al-Faisaly,35,1978,14,14,"1,215",0,0,0,0,1,0,0,0,0,0,0,2014
Bader Al-Nakhli,sa KSA,DF,Al-Fateh,26,1988,22,22,"1,860",0,1,0,0,3,1,0,0.05,0.05,0,0.05,2014
Hussain Al Nakhli,sa KSA,MF,Al-Fateh,16,1998,1,0,20,0,0,0,0,0,0,0,0,0,0,0,2014
Moussa Narry,gh GHA,MF,Al-Orobah,28,1986,24,24,"2,131",0,0,0,0,5,0,0,0,0,0,0,2014
Abdulelah Al Nassar,sa KSA,MF,Al-Orobah,23,1991,9,3,336,0,1,0,0,0,0,0,0.27,0.27,0,0.27,2014
Khaled Nasser,sa KSA,GK,Al-Shoulla,25,1988,6,6,540,0,0,0,0,1,0,0,0,0,0,0,2014
Ahmed Al Nazera,sa KSA,MF,Hajer,21,1993,24,18,"1,610",4,1,2,2,3,0,0.22,0.06,0.28,0.11,0.17,2014
André Ndame Ndame,cm CMR,MF,Al-Faisaly,26,1987,10,10,869,0,0,0,0,5,1,0,0,0,0,0,2014
Musaed Neda,kw KUW,"DF,MF",Al-Orobah,31,1983,23,23,"2,070",5,0,1,1,7,0,0.22,0,0.22,0.17,0.17,2014
Thiago Neves,br BRA,MF,Al-Hilal,29,1985,20,17,"1,428",10,0,0,1,3,0,0.63,0,0.63,0.63,0.63,2014
Marcelo Nicácio,br BRA,FW,Al-Faisaly,31,1983,10,6,547,2,1,2,2,2,0,0.33,0.16,0.49,0,0.16,2014
Mohammed Noor,sa KSA,"FW,MF",Al-Ittihad,36,1978,14,7,742,0,1,0,0,0,0,0,0.12,0.12,0,0.12,2014
Ashraf Nu'man,ps PLE,"FW,MF",Al-Faisaly,28,1986,24,22,"1,785",6,3,0,1,6,0,0.3,0.15,0.45,0.3,0.45,2014
Ahmed Al-Nufaili,sa KSA,DF,Hajer,20,1994,11,6,562,0,0,0,0,2,0,0,0,0,0,0,2014
Obinna Obiefule,ng NGA,FW,Najran,26,1988,3,3,265,0,0,0,0,1,0,0,0,0,0,0,2014
David Ochieng,ke KEN,DF,Al-Taawoun,21,1992,25,25,"2,250",1,0,0,0,2,0,0.04,0,0.04,0.04,0.04,2014
Madallah Al-Olayan,sa KSA,"DF,MF",Al-Taawoun,19,1994,7,3,255,0,0,0,0,1,0,0,0,0,0,0,2014
Fayez Al-Olayani,sa KSA,MF,Al-Fateh,29,1984,10,3,345,0,0,0,0,3,0,0,0,0,0,0,2014
Orestes,br BRA,DF,Al-Shoulla,33,1981,8,6,620,1,1,0,0,3,0,0.15,0.15,0.29,0.15,0.29,2014
Isaac Osae,gh GHA,FW,Al-Orobah,20,1993,11,10,907,2,2,0,0,2,0,0.2,0.2,0.4,0.2,0.4,2014
Osvaldo,br BRA,"FW,MF",Al-Ahli,27,1987,10,7,663,1,2,0,0,2,0,0.14,0.27,0.41,0.14,0.41,2014
Mosaab Al-Otaibi,sa KSA,MF,Al-Nassr,22,1992,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2014
Abdoh Otaif,sa KSA,"DF,FW",Al-Shabab,30,1984,15,15,978,0,1,0,0,0,0,0,0.09,0.09,0,0.09,2014
Ahmed Otaif,sa KSA,MF,Al-Shabab,31,1983,22,22,"1,893",0,0,0,0,4,1,0,0,0,0,0,2014
Abdullah Otayf,sa KSA,MF,Al-Hilal,21,1992,7,4,358,0,0,0,0,2,0,0,0,0,0,0,2014
Mohammed Al-Owais,sa KSA,GK,Al-Shabab,22,1991,8,8,655,0,0,0,0,0,1,0,0,0,0,0,2014
Abdullah Al-Owaishir,sa KSA,GK,Al-Fateh,23,1991,15,15,"1,350",0,0,0,0,3,0,0,0,0,0,0,2014
Samuel Owusu,gh GHA,FW,Al-Shoulla,23,1991,11,9,748,2,0,0,0,4,1,0.24,0,0.24,0.24,0.24,2014
Jairo Palomino,co COL,"DF,MF",Al-Ahli,25,1988,2,0,49,0,0,0,0,0,0,0,0,0,0,0,2014
Adriano Pardal,br BRA,FW,Al-Faisaly,27,1987,7,6,545,3,0,0,0,3,0,0.5,0,0.5,0.5,0.5,2014
Mihai Pintilii,ro ROU,"DF,MF",Al-Hilal,29,1984,12,12,"1,033",0,0,0,0,3,0,0,0,0,0,0,2014
Marquinhos Portugal,br BRA,FW,Al-Ittihad,28,1986,2,2,173,1,0,0,0,1,0,0.52,0,0.52,0.52,0.52,2014
Isaac Promise,ng NGA,"FW,MF",Al-Ahli,26,1987,4,1,136,1,0,0,0,0,0,0.66,0,0.66,0.66,0.66,2014
Majed Al-Qahtani,sa KSA,MF,Hajer,23,1990,1,1,32,0,0,0,0,0,0,0,0,0,0,0,2014
Yasser Al-Qahtani,sa KSA,FW,Al-Hilal,31,1982,9,6,487,3,0,0,0,1,0,0.55,0,0.55,0.55,0.55,2014
Fawaz Al-Qarni,sa KSA,GK,Al-Ittihad,22,1992,11,11,987,0,0,0,0,0,1,0,0,0,0,0,2014
Mohammed Al-Qarni,sa KSA,MF,Al-Shoulla,33,1981,2,0,33,0,0,0,0,0,0,0,0,0,0,0,2014
Mohammed Al-Qarni,sa KSA,MF,Al-Hilal,24,1989,2,1,133,0,0,0,0,0,0,0,0,0,0,0,2014
Mohsen Al Qarni,sa KSA,MF,Najran,28,1985,2,2,164,1,0,0,0,1,0,0.55,0,0.55,0.55,0.55,2014
Mohammed Qassem,sa KSA,DF,Al-Ittihad,19,1995,20,20,"1,765",0,1,0,0,3,0,0,0.05,0.05,0,0.05,2014
Dani Quintana,es ESP,MF,Al-Ahli,27,1987,7,7,537,1,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,2014
Saleh Al-Qumaizi,sa KSA,DF,Al-Ittihad,22,1991,14,12,"1,070",0,0,0,0,0,0,0,0,0,0,0,2014
Mohammed Rabee,sa KSA,GK,Al-Orobah,32,1982,6,6,540,0,0,0,0,0,0,0,0,0,0,0,2014
Amjed Radhi,iq IRQ,FW,Al-Raed,23,1991,13,9,830,7,0,1,1,2,0,0.76,0,0.76,0.65,0.65,2014
Radhi Al Radhi,sa KSA,MF,Hajer,22,1991,14,8,799,0,0,0,0,2,0,0,0,0,0,0,2014
Rafinha,br BRA,MF,Al-Shabab,30,1983,21,18,"1,649",5,4,0,0,5,0,0.27,0.22,0.49,0.27,0.49,2014
Rashed Al Rahab,sa KSA,DF,Al-Ittihad,30,1984,16,14,"1,253",0,1,0,0,0,0,0,0.07,0.07,0,0.07,2014
Hassan Al Raheb,sa KSA,FW,Al-Nassr,30,1983,22,10,951,7,3,0,0,4,0,0.66,0.28,0.95,0.66,0.95,2014
Waleed Al-Rajaa,sa KSA,DF,Al-Khaleej,32,1981,3,1,149,0,0,0,0,1,0,0,0,0,0,0,2014
Mohammed Al Rashed,sa KSA,FW,Hajer,34,1980,26,24,"2,194",8,2,1,1,1,0,0.33,0.08,0.41,0.29,0.37,2014
Fahad Al-Rashidi,sa KSA,MF,Al-Orobah,23,1991,24,24,"2,040",0,2,0,0,6,1,0,0.09,0.09,0,0.09,2014
Murad Al Rashidi,sa KSA,MF,Hajer,22,1991,13,8,777,1,0,0,0,3,0,0.12,0,0.12,0.12,0.12,2014
Elias Luiz dos Reis,br BRA,MF,Al-Fateh,30,1983,12,10,943,1,1,0,0,3,0,0.1,0.1,0.19,0.1,0.19,2014
Khaled Al-Rejaib,sa KSA,FW,Hajer,31,1983,5,1,120,1,1,0,0,0,0,0.75,0.75,1.5,0.75,1.5,2014
Ala Rishani,sa KSA,MF,Al-Faisaly,26,1987,5,1,145,0,0,0,0,0,0,0,0,0,0,0,2014
Hamad Al-Robeai,sa KSA,MF,Najran,33,1981,24,20,"1,766",0,2,0,0,5,0,0,0.1,0.1,0,0.1,2014
Rogerinho,br BRA,MF,Al-Shabab,27,1987,8,8,667,4,1,0,0,1,0,0.54,0.13,0.67,0.54,0.67,2014
Abdulmajeed Al-Ruwaili,sa KSA,MF,Al-Shabab,27,1986,8,0,72,0,0,0,0,0,0,0,0,0,0,0,2014
Musharraf Al-Ruwaili,sa KSA,MF,Al-Orobah,28,1985,12,9,823,0,0,0,0,1,0,0,0,0,0,0,2014
Rafea Al-Ruwaili,sa KSA,GK,Al-Orobah,24,1990,19,19,"1,710",0,0,0,0,1,0,0,0,0,0,0,2014
Ahmad Saad,sa KSA,DF,Al-Shoulla,29,1984,16,16,"1,398",1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,2014
Nawaf Al Sabhi,sa KSA,DF,Najran,27,1987,23,23,"2,069",0,0,0,0,7,1,0,0,0,0,0,2014
Jafar Al Saeed,sa KSA,DF,Najran,23,1991,2,2,180,0,0,0,0,0,0,0,0,0,0,0,2014
Mohammed Al-Safri,sa KSA,MF,Al-Shoulla,24,1990,16,11,870,0,1,0,1,5,0,0,0.1,0.1,0,0.1,2014
Emad Sahabi,sa KSA,MF,Al-Orobah,,,2,2,113,0,0,0,0,0,0,0,0,0,0,0,2014
Mohammed Al Sahlawi,sa KSA,FW,Al-Nassr,27,1987,24,24,"2,043",21,0,4,5,1,0,0.93,0,0.93,0.75,0.75,2014
Nasser Al-Saiari,sa KSA,GK,Najran,25,1988,4,3,345,0,0,0,0,0,0,0,0,0,0,0,2014
Khodor Salame,lb LIB,MF,Al-Orobah,30,1984,6,4,371,0,0,0,0,0,0,0,0,0,0,0,2014
Abdulla Al Salem,sa KSA,"FW,MF",Al-Khaleej,21,1992,24,19,"1,603",6,0,0,0,1,0,0.34,0,0.34,0.34,0.34,2014
Mohammed Salem,sa KSA,DF,Al-Faisaly,28,1985,26,26,"2,261",1,0,0,0,4,0,0.04,0,0.04,0.04,0.04,2014
Samer Salem,sa KSA,MF,Al-Raed,21,1992,11,0,248,1,1,0,0,3,1,0.36,0.36,0.73,0.36,0.73,2014
Yousef Al-Salem,sa KSA,FW,Al-Hilal,29,1985,13,4,516,2,0,0,0,1,0,0.35,0,0.35,0.35,0.35,2014
Saif Salman,iq IRQ,MF,Al-Ittihad,21,1993,11,8,696,0,0,0,0,3,1,0,0,0,0,0,2014
Georgios Samaras,gr GRE,"FW,MF",Al-Hilal,29,1985,5,4,330,0,2,0,0,0,0,0,0.55,0.55,0,0.55,2014
Zakaria Sami,sa KSA,MF,Al-Ahli,22,1992,3,0,19,0,0,0,0,0,0,0,0,0,0,0,2014
Lucian Sânmărtean,ro ROU,MF,Al-Ittihad,34,1980,11,11,984,0,2,0,0,2,0,0,0.18,0.18,0,0.18,2014
Fahad Al-Saqri,sa KSA,MF,Al-Faisaly,24,1989,12,5,488,2,3,0,0,1,0,0.37,0.55,0.92,0.37,0.92,2014
Sultan Al-Sawadi,sa KSA,MF,Al-Ahli,21,1992,2,0,42,0,0,0,0,0,0,0,0,0,0,0,2014
Sultan Al-Sawadi,sa KSA,MF,Al-Taawoun,21,1992,11,10,820,1,2,0,0,3,0,0.11,0.22,0.33,0.11,0.33,2014
Islam Seraj,sa KSA,MF,Al-Faisaly,25,1989,20,14,"1,251",6,1,0,1,6,1,0.43,0.07,0.5,0.43,0.5,2014
Hussain Shae'an,sa KSA,GK,Al-Nassr,25,1989,3,2,193,0,0,0,0,1,0,0,0,0,0,0,2014
Yasser Al-Shahrani,sa KSA,"DF,MF",Al-Hilal,22,1992,21,19,"1,734",1,0,0,0,0,0,0.05,0,0.05,0.05,0.05,2014
Mohammad Al-Shalhoub,sa KSA,MF,Al-Hilal,33,1980,12,6,593,1,2,0,0,0,0,0.15,0.3,0.46,0.15,0.46,2014
Abdullah Al-Shamekh,sa KSA,DF,Al-Hilal,21,1993,8,6,555,0,0,0,0,3,0,0,0,0,0,0,2014
Mousa Al-Shameri,sa KSA,FW,Al-Orobah,28,1986,12,12,"1,020",6,0,1,1,0,0,0.53,0,0.53,0.44,0.44,2014
Mousa Al-Shameri,sa KSA,FW,Al-Shabab,28,1986,7,3,321,2,0,0,0,0,0,0.56,0,0.56,0.56,0.56,2014
Abdullah Al-Shammari,sa KSA,DF,Al-Taawoun,20,1993,7,1,154,0,0,0,0,0,0,0,0,0,0,0,2014
Khalaf Al Shammari,sa KSA,DF,Al-Orobah,29,1985,1,0,11,0,0,0,0,0,0,0,0,0,0,0,2014
Abdurahman Al-Shammeri,sa KSA,DF,Al-Orobah,25,1989,20,18,"1,627",0,2,0,0,4,0,0,0.11,0.11,0,0.11,2014
Nasser Al-Shamrani,sa KSA,FW,Al-Hilal,30,1983,22,22,"1,870",13,2,3,3,4,0,0.63,0.1,0.72,0.48,0.58,2014
Alaa' Al-Shaqran,jo JOR,MF,Hajer,27,1987,23,23,"1,938",1,2,0,0,7,0,0.05,0.09,0.14,0.05,0.14,2014
Ahmed Sharahili,sa KSA,DF,Al-Hilal,20,1994,5,4,405,0,0,0,0,1,0,0,0,0,0,0,2014
Khalid Sharahili,sa KSA,GK,Al-Hilal,27,1987,10,10,900,0,0,0,0,0,0,0,0,0,0,0,2014
Sanad Sharahili,sa KSA,DF,Al-Raed,28,1986,7,6,549,0,0,0,0,2,0,0,0,0,0,0,2014
Sanad Sharahili,sa KSA,DF,Al-Taawoun,28,1986,6,6,421,0,0,0,0,3,0,0,0,0,0,0,2014
Mohammed Sharifi,sa KSA,GK,Najran,35,1978,15,15,"1,272",0,0,0,0,2,1,0,0,0,0,0,2014
Yahya Al-Shehri,sa KSA,MF,Al-Nassr,24,1990,25,20,"1,809",1,2,0,0,0,0,0.05,0.1,0.15,0.05,0.15,2014
Hussain Al-Sheikh,sa KSA,MF,Al-Khaleej,23,1990,8,2,221,1,0,0,0,0,0,0.41,0,0.41,0.41,0.41,2014
Abdusalam Al-Sherif,sa KSA,DF,Al-Raed,25,1989,7,4,344,0,1,0,0,0,0,0,0.26,0.26,0,0.26,2014
Sultan Al-Sherif,sa KSA,MF,Najran,22,1991,20,16,"1,411",0,0,0,0,10,1,0,0,0,0,0,2014
Ali Al Shoula,sa KSA,FW,Al-Khaleej,,,20,14,"1,292",1,2,0,0,2,0,0.07,0.14,0.21,0.07,0.21,2014
Abdullah Shuhail,sa KSA,DF,Al-Shabab,29,1985,11,11,973,0,0,0,0,2,1,0,0,0,0,0,2014
Abdullah Shuhail,sa KSA,DF,Al-Ittihad,29,1985,1,1,90,0,0,0,0,0,0,0,0,0,0,0,2014
Hussein Al Shuwaysh,sa KSA,DF,Hajer,25,1988,24,24,"2,102",0,0,0,0,3,0,0,0,0,0,0,2014
Abdullah Al Shuweir,sa KSA,MF,Al-Taawoun,,,2,0,26,0,0,0,0,0,0,0,0,0,0,0,2014
Salman Al-Sibyani,sa KSA,FW,Al-Raed,24,1989,11,2,328,1,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55,2014
Fahad Al-Sobaie,sa KSA,MF,Najran,24,1989,1,0,13,0,0,0,0,0,0,0,0,0,0,0,2014
Omar Al Somah,sy SYR,FW,Al-Ahli,25,1989,22,21,"1,787",22,1,5,5,1,0,1.11,0.05,1.16,0.86,0.91,2014
Naby Soumah,gn GUI,MF,Hajer,29,1985,7,7,559,4,1,1,1,0,0,0.64,0.16,0.81,0.48,0.64,2014
Wesam Al-Sowayed,sa KSA,DF,Al-Faisaly,26,1987,20,15,"1,358",0,0,0,0,3,1,0,0,0,0,0,2014
Fawaz Al-Sqoor,sn SEN,MF,Najran,18,1996,3,0,37,0,0,0,0,0,0,0,0,0,0,0,2014
Abdullah Al-Sudairy,sa KSA,GK,Al-Hilal,22,1992,14,14,"1,260",0,0,0,0,1,0,0,0,0,0,0,2014
Rabee Sufyani,sa KSA,"FW,MF",Al-Fateh,27,1987,15,4,486,0,0,0,0,1,0,0,0,0,0,0,2014
Turki Sufyani,sa KSA,FW,Al-Orobah,22,1992,9,1,186,0,0,0,0,0,0,0,0,0,0,0,2014
Ahmed Al Suhail,sa KSA,DF,Najran,,,16,6,592,0,0,0,0,1,0,0,0,0,0,0,2014
Badr Al-Sulaitin,sa KSA,MF,Al-Shabab,24,1990,9,5,406,1,2,0,0,0,0,0.22,0.44,0.67,0.22,0.67,2014
Abdulmajeed Al-Sulayhem,sa KSA,MF,Al-Shabab,20,1994,18,10,898,1,0,0,0,1,0,0.1,0,0.1,0.1,0.1,2014
Mubarak Al Sultan,sa KSA,MF,Al-Fateh,,,6,1,108,0,0,0,0,2,0,0,0,0,0,0,2014
Fahad Al-Swilem,sa KSA,MF,Al-Khaleej,22,1992,10,3,297,0,0,0,0,2,0,0,0,0,0,0,2014
Łukasz Szukała,pl POL,DF,Al-Ittihad,30,1984,12,12,"1,080",3,1,0,0,2,0,0.25,0.08,0.33,0.25,0.33,2014
